Categoría,Período,Valor,Fuente,Codigo,DescripcionCompleta
297,2º Trim 2002,2740,C7,,
298,2º Trim 2002,6342,C7,,
299,2º Trim 2002,4717,C7,,
200,3º Trim 2002,120292,C7,,
201,3º Trim 2002,2313,C7,,
202,3º Trim 2002,4514,C7,,
203,3º Trim 2002,4990,C7,,
204,3º Trim 2002,1282,C7,,
205,3º Trim 2002,8060,C7,,
206,3º Trim 2002,860,C7,,
207,3º Trim 2002,5390,C7,,
208,3º Trim 2002,23966,C7,,
209,3º Trim 2002,2828,C7,,
210,3º Trim 2002,19263,C7,,
211,3º Trim 2002,6603,C7,,
212,3º Trim 2002,20596,C7,,
213,3º Trim 2002,23106,C7,,
214,3º Trim 2002,4752,C7,,
215,3º Trim 2002,6336,C7,,
216,3º Trim 2002,23958,C7,,
217,3º Trim 2002,91,C7,,
218,3º Trim 2002,51,C7,,
219,3º Trim 2002,282,C7,,
220,3º Trim 2002,1618,C7,,
221,3º Trim 2002,93,C7,,
222,3º Trim 2002,1914,C7,,
223,3º Trim 2002,166,C7,,
224,3º Trim 2002,1139,C7,,
225,3º Trim 2002,5974,C7,,
226,3º Trim 2002,408,C7,,
227,3º Trim 2002,30830,C7,,
228,3º Trim 2002,64627,C7,,
229,3º Trim 2002,13013,C7,,
230,3º Trim 2002,16707,C7,,
231,3º Trim 2002,55406,C7,,
232,3º Trim 2002,102129,C7,,
233,3º Trim 2002,853,C7,,
234,3º Trim 2002,2081,C7,,
235,3º Trim 2002,1243,C7,,
236,3º Trim 2002,11540,C7,,
237,3º Trim 2002,4835,C7,,
238,3º Trim 2002,3966,C7,,
239,3º Trim 2002,7418,C7,,
240,3º Trim 2002,7114,C7,,
241,3º Trim 2002,2750,C7,,
242,3º Trim 2002,6735,C7,,
243,3º Trim 2002,10019,C7,,
244,3º Trim 2002,27172,C7,,
245,3º Trim 2002,58563,C7,,
246,3º Trim 2002,50107,C7,,
247,3º Trim 2002,2093,C7,,
248,3º Trim 2002,16755,C7,,
249,3º Trim 2002,28859,C7,,
250,3º Trim 2002,11175,C7,,
251,3º Trim 2002,968,C7,,
252,3º Trim 2002,1042,C7,,
253,3º Trim 2002,1617,C7,,
256,3º Trim 2002,88272,C7,,
257,3º Trim 2002,65749,C7,,
258,3º Trim 2002,3421,C7,,
261,3º Trim 2002,4929,C7,,
262,3º Trim 2002,1100,C7,,
263,3º Trim 2002,320,C7,,
264,3º Trim 2002,7766,C7,,
265,3º Trim 2002,3152,C7,,
266,3º Trim 2002,1102,C7,,
267,3º Trim 2002,684,C7,,
268,3º Trim 2002,11850,C7,,
269,3º Trim 2002,2641,C7,,
270,3º Trim 2002,85432,C7,,
271,3º Trim 2002,17109,C7,,
272,3º Trim 2002,1535,C7,,
273,3º Trim 2002,8380,C7,,
274,3º Trim 2002,7632,C7,,
275,3º Trim 2002,78709,C7,,
276,3º Trim 2002,51370,C7,,
277,3º Trim 2002,1483,C7,,
278,3º Trim 2002,1551,C7,,
279,3º Trim 2002,1390,C7,,
280,3º Trim 2002,39013,C7,,
281,3º Trim 2002,31061,C7,,
282,3º Trim 2002,289490,C7,,
283,3º Trim 2002,155920,C7,,
284,3º Trim 2002,710,C7,,
285,3º Trim 2002,15308,C7,,
286,3º Trim 2002,18151,C7,,
287,3º Trim 2002,115710,C7,,
288,3º Trim 2002,1716,C7,,
289,3º Trim 2002,2496,C7,,
290,3º Trim 2002,5396,C7,,
291,3º Trim 2002,1489,C7,,
292,3º Trim 2002,2674,C7,,
293,3º Trim 2002,759,C7,,
294,3º Trim 2002,1653,C7,,
295,3º Trim 2002,19059,C7,,
296,3º Trim 2002,14953,C7,,
297,3º Trim 2002,2622,C7,,
298,3º Trim 2002,6422,C7,,
299,3º Trim 2002,4834,C7,,
200,4º Trim 2002,120216,C7,,
201,4º Trim 2002,2355,C7,,
202,4º Trim 2002,4595,C7,,
203,4º Trim 2002,5104,C7,,
204,4º Trim 2002,1299,C7,,
205,4º Trim 2002,8172,C7,,
206,4º Trim 2002,895,C7,,
207,4º Trim 2002,5458,C7,,
208,4º Trim 2002,24244,C7,,
209,4º Trim 2002,2842,C7,,
210,4º Trim 2002,19757,C7,,
211,4º Trim 2002,6764,C7,,
212,4º Trim 2002,20167,C7,,
213,4º Trim 2002,23494,C7,,
214,4º Trim 2002,4749,C7,,
215,4º Trim 2002,6379,C7,,
216,4º Trim 2002,23936,C7,,
217,4º Trim 2002,96,C7,,
218,4º Trim 2002,51,C7,,
219,4º Trim 2002,308,C7,,
220,4º Trim 2002,1543,C7,,
221,4º Trim 2002,90,C7,,
222,4º Trim 2002,1870,C7,,
223,4º Trim 2002,179,C7,,
224,4º Trim 2002,1134,C7,,
225,4º Trim 2002,5609,C7,,
226,4º Trim 2002,444,C7,,
227,4º Trim 2002,31729,C7,,
228,4º Trim 2002,66031,C7,,
229,4º Trim 2002,13290,C7,,
230,4º Trim 2002,17062,C7,,
231,4º Trim 2002,56167,C7,,
232,4º Trim 2002,101940,C7,,
233,4º Trim 2002,860,C7,,
234,4º Trim 2002,2119,C7,,
235,4º Trim 2002,1226,C7,,
236,4º Trim 2002,11349,C7,,
237,4º Trim 2002,4281,C7,,
238,4º Trim 2002,3874,C7,,
239,4º Trim 2002,7509,C7,,
240,4º Trim 2002,7127,C7,,
241,4º Trim 2002,2865,C7,,
242,4º Trim 2002,7063,C7,,
243,4º Trim 2002,9919,C7,,
244,4º Trim 2002,27375,C7,,
245,4º Trim 2002,57819,C7,,
246,4º Trim 2002,47994,C7,,
247,4º Trim 2002,1927,C7,,
248,4º Trim 2002,14556,C7,,
249,4º Trim 2002,27745,C7,,
250,4º Trim 2002,10736,C7,,
251,4º Trim 2002,978,C7,,
252,4º Trim 2002,1029,C7,,
253,4º Trim 2002,1668,C7,,
256,4º Trim 2002,89156,C7,,
257,4º Trim 2002,66090,C7,,
258,4º Trim 2002,3542,C7,,
261,4º Trim 2002,5020,C7,,
262,4º Trim 2002,1068,C7,,
263,4º Trim 2002,330,C7,,
264,4º Trim 2002,7761,C7,,
265,4º Trim 2002,3121,C7,,
266,4º Trim 2002,1056,C7,,
267,4º Trim 2002,690,C7,,
268,4º Trim 2002,11887,C7,,
269,4º Trim 2002,2714,C7,,
270,4º Trim 2002,86553,C7,,
271,4º Trim 2002,17599,C7,,
272,4º Trim 2002,1607,C7,,
273,4º Trim 2002,8849,C7,,
274,4º Trim 2002,7885,C7,,
275,4º Trim 2002,78933,C7,,
276,4º Trim 2002,50926,C7,,
277,4º Trim 2002,1457,C7,,
278,4º Trim 2002,1680,C7,,
279,4º Trim 2002,1313,C7,,
280,4º Trim 2002,41710,C7,,
281,4º Trim 2002,36893,C7,,
282,4º Trim 2002,292664,C7,,
283,4º Trim 2002,156370,C7,,
284,4º Trim 2002,733,C7,,
285,4º Trim 2002,15446,C7,,
286,4º Trim 2002,18299,C7,,
287,4º Trim 2002,117283,C7,,
288,4º Trim 2002,1750,C7,,
289,4º Trim 2002,2076,C7,,
290,4º Trim 2002,5485,C7,,
291,4º Trim 2002,1594,C7,,
292,4º Trim 2002,2610,C7,,
293,4º Trim 2002,748,C7,,
294,4º Trim 2002,1664,C7,,
295,4º Trim 2002,19274,C7,,
296,4º Trim 2002,15393,C7,,
297,4º Trim 2002,2654,C7,,
298,4º Trim 2002,6503,C7,,
299,4º Trim 2002,4819,C7,,
200,1º Trim 2003,119558,C7,,
201,1º Trim 2003,2423,C7,,
202,1º Trim 2003,4749,C7,,
203,1º Trim 2003,5119,C7,,
204,1º Trim 2003,1330,C7,,
205,1º Trim 2003,8418,C7,,
206,1º Trim 2003,922,C7,,
207,1º Trim 2003,5763,C7,,
208,1º Trim 2003,25132,C7,,
209,1º Trim 2003,2884,C7,,
210,1º Trim 2003,20251,C7,,
211,1º Trim 2003,6995,C7,,
212,1º Trim 2003,20347,C7,,
213,1º Trim 2003,24049,C7,,
214,1º Trim 2003,4864,C7,,
215,1º Trim 2003,6605,C7,,
216,1º Trim 2003,24590,C7,,
217,1º Trim 2003,115,C7,,
218,1º Trim 2003,52,C7,,
219,1º Trim 2003,328,C7,,
220,1º Trim 2003,1470,C7,,
221,1º Trim 2003,101,C7,,
222,1º Trim 2003,1857,C7,,
223,1º Trim 2003,155,C7,,
224,1º Trim 2003,1143,C7,,
225,1º Trim 2003,5664,C7,,
226,1º Trim 2003,582,C7,,
227,1º Trim 2003,34403,C7,,
228,1º Trim 2003,68787,C7,,
229,1º Trim 2003,12808,C7,,
230,1º Trim 2003,17555,C7,,
231,1º Trim 2003,58034,C7,,
232,1º Trim 2003,101868,C7,,
233,1º Trim 2003,867,C7,,
234,1º Trim 2003,2211,C7,,
235,1º Trim 2003,1262,C7,,
236,1º Trim 2003,11311,C7,,
237,1º Trim 2003,4690,C7,,
238,1º Trim 2003,4138,C7,,
239,1º Trim 2003,7427,C7,,
240,1º Trim 2003,7189,C7,,
241,1º Trim 2003,3068,C7,,
242,1º Trim 2003,7183,C7,,
243,1º Trim 2003,10288,C7,,
244,1º Trim 2003,27710,C7,,
245,1º Trim 2003,57439,C7,,
246,1º Trim 2003,46257,C7,,
247,1º Trim 2003,1723,C7,,
248,1º Trim 2003,14330,C7,,
249,1º Trim 2003,27564,C7,,
250,1º Trim 2003,10361,C7,,
251,1º Trim 2003,1010,C7,,
252,1º Trim 2003,1041,C7,,
253,1º Trim 2003,1739,C7,,
256,1º Trim 2003,92023,C7,,
257,1º Trim 2003,69554,C7,,
258,1º Trim 2003,3615,C7,,
261,1º Trim 2003,5183,C7,,
262,1º Trim 2003,1098,C7,,
263,1º Trim 2003,412,C7,,
264,1º Trim 2003,8056,C7,,
265,1º Trim 2003,3039,C7,,
266,1º Trim 2003,1100,C7,,
267,1º Trim 2003,705,C7,,
268,1º Trim 2003,12159,C7,,
269,1º Trim 2003,2702,C7,,
270,1º Trim 2003,88315,C7,,
271,1º Trim 2003,18965,C7,,
272,1º Trim 2003,1676,C7,,
273,1º Trim 2003,9057,C7,,
274,1º Trim 2003,8858,C7,,
275,1º Trim 2003,82774,C7,,
276,1º Trim 2003,51186,C7,,
277,1º Trim 2003,1476,C7,,
278,1º Trim 2003,1855,C7,,
279,1º Trim 2003,1302,C7,,
280,1º Trim 2003,42828,C7,,
281,1º Trim 2003,43239,C7,,
282,1º Trim 2003,283221,C7,,
283,1º Trim 2003,156361,C7,,
284,1º Trim 2003,764,C7,,
285,1º Trim 2003,15634,C7,,
286,1º Trim 2003,18475,C7,,
287,1º Trim 2003,119960,C7,,
288,1º Trim 2003,1848,C7,,
289,1º Trim 2003,2205,C7,,
290,1º Trim 2003,5749,C7,,
291,1º Trim 2003,1628,C7,,
292,1º Trim 2003,2399,C7,,
293,1º Trim 2003,760,C7,,
294,1º Trim 2003,1632,C7,,
295,1º Trim 2003,19892,C7,,
296,1º Trim 2003,17053,C7,,
297,1º Trim 2003,2738,C7,,
298,1º Trim 2003,6603,C7,,
299,1º Trim 2003,5026,C7,,
200,2º Trim 2003,115894,C7,,
201,2º Trim 2003,2400,C7,,
202,2º Trim 2003,4690,C7,,
203,2º Trim 2003,5371,C7,,
204,2º Trim 2003,1336,C7,,
205,2º Trim 2003,8144,C7,,
206,2º Trim 2003,930,C7,,
207,2º Trim 2003,5931,C7,,
208,2º Trim 2003,25994,C7,,
209,2º Trim 2003,2891,C7,,
210,2º Trim 2003,20735,C7,,
211,2º Trim 2003,7010,C7,,
212,2º Trim 2003,20844,C7,,
213,2º Trim 2003,24686,C7,,
214,2º Trim 2003,4833,C7,,
215,2º Trim 2003,6807,C7,,
216,2º Trim 2003,24938,C7,,
217,2º Trim 2003,114,C7,,
218,2º Trim 2003,45,C7,,
219,2º Trim 2003,343,C7,,
220,2º Trim 2003,1478,C7,,
221,2º Trim 2003,97,C7,,
222,2º Trim 2003,1765,C7,,
223,2º Trim 2003,172,C7,,
224,2º Trim 2003,1129,C7,,
225,2º Trim 2003,5861,C7,,
226,2º Trim 2003,404,C7,,
227,2º Trim 2003,32585,C7,,
228,2º Trim 2003,67746,C7,,
229,2º Trim 2003,12761,C7,,
230,2º Trim 2003,17727,C7,,
231,2º Trim 2003,59783,C7,,
232,2º Trim 2003,102559,C7,,
233,2º Trim 2003,872,C7,,
234,2º Trim 2003,2342,C7,,
235,2º Trim 2003,1283,C7,,
236,2º Trim 2003,10849,C7,,
237,2º Trim 2003,5690,C7,,
238,2º Trim 2003,4065,C7,,
239,2º Trim 2003,7438,C7,,
240,2º Trim 2003,7681,C7,,
241,2º Trim 2003,3208,C7,,
242,2º Trim 2003,7040,C7,,
243,2º Trim 2003,10709,C7,,
244,2º Trim 2003,27084,C7,,
245,2º Trim 2003,57406,C7,,
246,2º Trim 2003,45700,C7,,
247,2º Trim 2003,1681,C7,,
248,2º Trim 2003,14080,C7,,
249,2º Trim 2003,27375,C7,,
250,2º Trim 2003,10411,C7,,
251,2º Trim 2003,1043,C7,,
252,2º Trim 2003,1065,C7,,
253,2º Trim 2003,1775,C7,,
256,2º Trim 2003,91997,C7,,
257,2º Trim 2003,66887,C7,,
258,2º Trim 2003,3542,C7,,
261,2º Trim 2003,5545,C7,,
262,2º Trim 2003,1102,C7,,
263,2º Trim 2003,455,C7,,
264,2º Trim 2003,8376,C7,,
265,2º Trim 2003,2945,C7,,
266,2º Trim 2003,1179,C7,,
267,2º Trim 2003,744,C7,,
268,2º Trim 2003,12375,C7,,
269,2º Trim 2003,2836,C7,,
270,2º Trim 2003,90024,C7,,
271,2º Trim 2003,20961,C7,,
272,2º Trim 2003,1749,C7,,
273,2º Trim 2003,9261,C7,,
274,2º Trim 2003,14341,C7,,
275,2º Trim 2003,83388,C7,,
276,2º Trim 2003,50993,C7,,
277,2º Trim 2003,1445,C7,,
278,2º Trim 2003,2051,C7,,
279,2º Trim 2003,1283,C7,,
280,2º Trim 2003,42426,C7,,
281,2º Trim 2003,45828,C7,,
282,2º Trim 2003,300572,C7,,
283,2º Trim 2003,156390,C7,,
284,2º Trim 2003,780,C7,,
285,2º Trim 2003,15600,C7,,
286,2º Trim 2003,18103,C7,,
287,2º Trim 2003,120126,C7,,
288,2º Trim 2003,1824,C7,,
289,2º Trim 2003,2126,C7,,
290,2º Trim 2003,5861,C7,,
291,2º Trim 2003,1640,C7,,
292,2º Trim 2003,2338,C7,,
293,2º Trim 2003,791,C7,,
294,2º Trim 2003,1697,C7,,
295,2º Trim 2003,20039,C7,,
296,2º Trim 2003,16751,C7,,
297,2º Trim 2003,2779,C7,,
298,2º Trim 2003,6671,C7,,
299,2º Trim 2003,4818,C7,,
200,3º Trim 2003,117580,C7,,
201,3º Trim 2003,2459,C7,,
202,3º Trim 2003,4951,C7,,
203,3º Trim 2003,5687,C7,,
204,3º Trim 2003,1417,C7,,
205,3º Trim 2003,8426,C7,,
206,3º Trim 2003,1028,C7,,
207,3º Trim 2003,6360,C7,,
208,3º Trim 2003,27495,C7,,
209,3º Trim 2003,3032,C7,,
210,3º Trim 2003,22456,C7,,
211,3º Trim 2003,7399,C7,,
212,3º Trim 2003,22169,C7,,
213,3º Trim 2003,25899,C7,,
214,3º Trim 2003,5074,C7,,
215,3º Trim 2003,7154,C7,,
216,3º Trim 2003,26907,C7,,
217,3º Trim 2003,127,C7,,
218,3º Trim 2003,45,C7,,
219,3º Trim 2003,343,C7,,
220,3º Trim 2003,1568,C7,,
221,3º Trim 2003,80,C7,,
222,3º Trim 2003,1750,C7,,
223,3º Trim 2003,193,C7,,
224,3º Trim 2003,1186,C7,,
225,3º Trim 2003,5953,C7,,
226,3º Trim 2003,422,C7,,
227,3º Trim 2003,34283,C7,,
228,3º Trim 2003,71578,C7,,
229,3º Trim 2003,12966,C7,,
230,3º Trim 2003,16878,C7,,
231,3º Trim 2003,61612,C7,,
232,3º Trim 2003,104132,C7,,
233,3º Trim 2003,886,C7,,
234,3º Trim 2003,2279,C7,,
235,3º Trim 2003,1309,C7,,
236,3º Trim 2003,10401,C7,,
237,3º Trim 2003,5638,C7,,
238,3º Trim 2003,3826,C7,,
239,3º Trim 2003,7672,C7,,
240,3º Trim 2003,7453,C7,,
241,3º Trim 2003,3184,C7,,
242,3º Trim 2003,7483,C7,,
243,3º Trim 2003,10919,C7,,
244,3º Trim 2003,26670,C7,,
245,3º Trim 2003,57747,C7,,
246,3º Trim 2003,45176,C7,,
247,3º Trim 2003,1685,C7,,
248,3º Trim 2003,14382,C7,,
249,3º Trim 2003,26194,C7,,
250,3º Trim 2003,10497,C7,,
251,3º Trim 2003,1040,C7,,
252,3º Trim 2003,1123,C7,,
253,3º Trim 2003,1826,C7,,
256,3º Trim 2003,93846,C7,,
257,3º Trim 2003,67377,C7,,
258,3º Trim 2003,3581,C7,,
261,3º Trim 2003,5607,C7,,
262,3º Trim 2003,1159,C7,,
263,3º Trim 2003,493,C7,,
264,3º Trim 2003,9109,C7,,
265,3º Trim 2003,2965,C7,,
266,3º Trim 2003,1125,C7,,
267,3º Trim 2003,915,C7,,
268,3º Trim 2003,12826,C7,,
269,3º Trim 2003,2975,C7,,
270,3º Trim 2003,93859,C7,,
271,3º Trim 2003,22363,C7,,
272,3º Trim 2003,1782,C7,,
273,3º Trim 2003,9659,C7,,
274,3º Trim 2003,12397,C7,,
275,3º Trim 2003,84124,C7,,
276,3º Trim 2003,51323,C7,,
277,3º Trim 2003,1533,C7,,
278,3º Trim 2003,1918,C7,,
279,3º Trim 2003,1334,C7,,
280,3º Trim 2003,44128,C7,,
281,3º Trim 2003,48969,C7,,
282,3º Trim 2003,301088,C7,,
283,3º Trim 2003,159337,C7,,
284,3º Trim 2003,830,C7,,
285,3º Trim 2003,15776,C7,,
286,3º Trim 2003,18622,C7,,
287,3º Trim 2003,121068,C7,,
288,3º Trim 2003,2080,C7,,
289,3º Trim 2003,2564,C7,,
290,3º Trim 2003,5868,C7,,
291,3º Trim 2003,1638,C7,,
292,3º Trim 2003,2595,C7,,
293,3º Trim 2003,810,C7,,
294,3º Trim 2003,1767,C7,,
295,3º Trim 2003,21103,C7,,
296,3º Trim 2003,18107,C7,,
297,3º Trim 2003,2906,C7,,
298,3º Trim 2003,6998,C7,,
299,3º Trim 2003,4860,C7,,
200,4º Trim 2003,119643,C7,,
201,4º Trim 2003,2611,C7,,
202,4º Trim 2003,5344,C7,,
203,4º Trim 2003,6073,C7,,
204,4º Trim 2003,1469,C7,,
205,4º Trim 2003,8720,C7,,
206,4º Trim 2003,1051,C7,,
207,4º Trim 2003,6699,C7,,
208,4º Trim 2003,28719,C7,,
209,4º Trim 2003,3161,C7,,
210,4º Trim 2003,24287,C7,,
211,4º Trim 2003,7957,C7,,
212,4º Trim 2003,23618,C7,,
213,4º Trim 2003,26982,C7,,
214,4º Trim 2003,5554,C7,,
215,4º Trim 2003,7493,C7,,
216,4º Trim 2003,28503,C7,,
217,4º Trim 2003,120,C7,,
218,4º Trim 2003,38,C7,,
219,4º Trim 2003,359,C7,,
220,4º Trim 2003,1849,C7,,
221,4º Trim 2003,181,C7,,
222,4º Trim 2003,1862,C7,,
223,4º Trim 2003,187,C7,,
224,4º Trim 2003,1299,C7,,
225,4º Trim 2003,6027,C7,,
226,4º Trim 2003,464,C7,,
227,4º Trim 2003,35621,C7,,
228,4º Trim 2003,75411,C7,,
229,4º Trim 2003,13543,C7,,
230,4º Trim 2003,17100,C7,,
231,4º Trim 2003,64122,C7,,
232,4º Trim 2003,105999,C7,,
233,4º Trim 2003,900,C7,,
234,4º Trim 2003,2241,C7,,
235,4º Trim 2003,1377,C7,,
236,4º Trim 2003,10827,C7,,
237,4º Trim 2003,5446,C7,,
238,4º Trim 2003,3926,C7,,
239,4º Trim 2003,7694,C7,,
240,4º Trim 2003,7440,C7,,
241,4º Trim 2003,3183,C7,,
242,4º Trim 2003,8164,C7,,
243,4º Trim 2003,10929,C7,,
244,4º Trim 2003,26222,C7,,
245,4º Trim 2003,59373,C7,,
246,4º Trim 2003,44838,C7,,
247,4º Trim 2003,1721,C7,,
248,4º Trim 2003,14755,C7,,
249,4º Trim 2003,26035,C7,,
250,4º Trim 2003,11027,C7,,
251,4º Trim 2003,1055,C7,,
252,4º Trim 2003,1200,C7,,
253,4º Trim 2003,1874,C7,,
256,4º Trim 2003,96514,C7,,
257,4º Trim 2003,67945,C7,,
258,4º Trim 2003,3725,C7,,
261,4º Trim 2003,5940,C7,,
262,4º Trim 2003,1155,C7,,
263,4º Trim 2003,532,C7,,
264,4º Trim 2003,9833,C7,,
265,4º Trim 2003,3016,C7,,
266,4º Trim 2003,1044,C7,,
267,4º Trim 2003,958,C7,,
268,4º Trim 2003,13110,C7,,
269,4º Trim 2003,3244,C7,,
270,4º Trim 2003,96417,C7,,
271,4º Trim 2003,24724,C7,,
272,4º Trim 2003,2002,C7,,
273,4º Trim 2003,10548,C7,,
274,4º Trim 2003,11040,C7,,
275,4º Trim 2003,86766,C7,,
276,4º Trim 2003,52365,C7,,
277,4º Trim 2003,1551,C7,,
278,4º Trim 2003,1756,C7,,
279,4º Trim 2003,1358,C7,,
280,4º Trim 2003,48427,C7,,
281,4º Trim 2003,61526,C7,,
282,4º Trim 2003,305900,C7,,
283,4º Trim 2003,161961,C7,,
284,4º Trim 2003,889,C7,,
285,4º Trim 2003,15845,C7,,
286,4º Trim 2003,19008,C7,,
287,4º Trim 2003,123736,C7,,
288,4º Trim 2003,2304,C7,,
289,4º Trim 2003,2242,C7,,
290,4º Trim 2003,6014,C7,,
291,4º Trim 2003,1931,C7,,
292,4º Trim 2003,2672,C7,,
293,4º Trim 2003,813,C7,,
294,4º Trim 2003,1857,C7,,
295,4º Trim 2003,21545,C7,,
296,4º Trim 2003,19588,C7,,
297,4º Trim 2003,3023,C7,,
298,4º Trim 2003,7282,C7,,
299,4º Trim 2003,4896,C7,,
200,1º Trim 2004,121531,C7,,
201,1º Trim 2004,2722,C7,,
202,1º Trim 2004,5572,C7,,
203,1º Trim 2004,6322,C7,,
204,1º Trim 2004,1604,C7,,
205,1º Trim 2004,9285,C7,,
206,1º Trim 2004,1096,C7,,
207,1º Trim 2004,7052,C7,,
208,1º Trim 2004,29604,C7,,
209,1º Trim 2004,3358,C7,,
210,1º Trim 2004,25142,C7,,
211,1º Trim 2004,8351,C7,,
212,1º Trim 2004,24769,C7,,
213,1º Trim 2004,28067,C7,,
214,1º Trim 2004,5947,C7,,
215,1º Trim 2004,8115,C7,,
216,1º Trim 2004,29703,C7,,
217,1º Trim 2004,121,C7,,
218,1º Trim 2004,38,C7,,
219,1º Trim 2004,360,C7,,
220,1º Trim 2004,2049,C7,,
221,1º Trim 2004,174,C7,,
222,1º Trim 2004,2016,C7,,
223,1º Trim 2004,194,C7,,
224,1º Trim 2004,1412,C7,,
225,1º Trim 2004,6145,C7,,
226,1º Trim 2004,643,C7,,
227,1º Trim 2004,39299,C7,,
228,1º Trim 2004,79232,C7,,
229,1º Trim 2004,13663,C7,,
230,1º Trim 2004,17330,C7,,
231,1º Trim 2004,67218,C7,,
232,1º Trim 2004,108051,C7,,
233,1º Trim 2004,891,C7,,
234,1º Trim 2004,2357,C7,,
235,1º Trim 2004,1430,C7,,
236,1º Trim 2004,11446,C7,,
237,1º Trim 2004,5811,C7,,
238,1º Trim 2004,4331,C7,,
239,1º Trim 2004,7869,C7,,
240,1º Trim 2004,7568,C7,,
241,1º Trim 2004,3329,C7,,
242,1º Trim 2004,8767,C7,,
243,1º Trim 2004,11337,C7,,
244,1º Trim 2004,14386,C7,,
245,1º Trim 2004,59440,C7,,
246,1º Trim 2004,44463,C7,,
247,1º Trim 2004,1787,C7,,
248,1º Trim 2004,15012,C7,,
249,1º Trim 2004,25592,C7,,
250,1º Trim 2004,11840,C7,,
251,1º Trim 2004,1079,C7,,
252,1º Trim 2004,1226,C7,,
253,1º Trim 2004,1913,C7,,
256,1º Trim 2004,99294,C7,,
257,1º Trim 2004,71876,C7,,
258,1º Trim 2004,3837,C7,,
261,1º Trim 2004,6097,C7,,
262,1º Trim 2004,1239,C7,,
263,1º Trim 2004,517,C7,,
264,1º Trim 2004,10522,C7,,
265,1º Trim 2004,3062,C7,,
266,1º Trim 2004,1045,C7,,
267,1º Trim 2004,1030,C7,,
268,1º Trim 2004,13466,C7,,
269,1º Trim 2004,3213,C7,,
270,1º Trim 2004,99460,C7,,
271,1º Trim 2004,25634,C7,,
272,1º Trim 2004,2075,C7,,
273,1º Trim 2004,10470,C7,,
274,1º Trim 2004,11879,C7,,
275,1º Trim 2004,89838,C7,,
276,1º Trim 2004,54617,C7,,
277,1º Trim 2004,1619,C7,,
278,1º Trim 2004,2598,C7,,
279,1º Trim 2004,1406,C7,,
280,1º Trim 2004,50897,C7,,
281,1º Trim 2004,68444,C7,,
282,1º Trim 2004,296056,C7,,
283,1º Trim 2004,164518,C7,,
284,1º Trim 2004,919,C7,,
285,1º Trim 2004,16019,C7,,
286,1º Trim 2004,19649,C7,,
287,1º Trim 2004,125382,C7,,
288,1º Trim 2004,2328,C7,,
289,1º Trim 2004,2346,C7,,
290,1º Trim 2004,6100,C7,,
291,1º Trim 2004,2163,C7,,
292,1º Trim 2004,2780,C7,,
293,1º Trim 2004,827,C7,,
294,1º Trim 2004,1844,C7,,
295,1º Trim 2004,22169,C7,,
296,1º Trim 2004,20646,C7,,
297,1º Trim 2004,3134,C7,,
298,1º Trim 2004,7455,C7,,
299,1º Trim 2004,4926,C7,,
200,2º Trim 2004,121041,C7,,
201,2º Trim 2004,2800,C7,,
202,2º Trim 2004,5591,C7,,
203,2º Trim 2004,6402,C7,,
204,2º Trim 2004,1559,C7,,
205,2º Trim 2004,9279,C7,,
206,2º Trim 2004,1187,C7,,
207,2º Trim 2004,6983,C7,,
208,2º Trim 2004,30163,C7,,
209,2º Trim 2004,3463,C7,,
210,2º Trim 2004,25792,C7,,
211,2º Trim 2004,8482,C7,,
212,2º Trim 2004,25795,C7,,
213,2º Trim 2004,28948,C7,,
214,2º Trim 2004,6008,C7,,
215,2º Trim 2004,8283,C7,,
216,2º Trim 2004,30680,C7,,
217,2º Trim 2004,121,C7,,
218,2º Trim 2004,35,C7,,
219,2º Trim 2004,375,C7,,
220,2º Trim 2004,2248,C7,,
221,2º Trim 2004,207,C7,,
222,2º Trim 2004,1674,C7,,
223,2º Trim 2004,188,C7,,
224,2º Trim 2004,1433,C7,,
225,2º Trim 2004,6352,C7,,
226,2º Trim 2004,466,C7,,
227,2º Trim 2004,36769,C7,,
228,2º Trim 2004,78115,C7,,
229,2º Trim 2004,14157,C7,,
230,2º Trim 2004,17867,C7,,
231,2º Trim 2004,70152,C7,,
232,2º Trim 2004,107978,C7,,
233,2º Trim 2004,891,C7,,
234,2º Trim 2004,2491,C7,,
235,2º Trim 2004,1464,C7,,
236,2º Trim 2004,11595,C7,,
237,2º Trim 2004,6635,C7,,
238,2º Trim 2004,4777,C7,,
239,2º Trim 2004,8084,C7,,
240,2º Trim 2004,8380,C7,,
241,2º Trim 2004,3333,C7,,
242,2º Trim 2004,8851,C7,,
243,2º Trim 2004,11916,C7,,
244,2º Trim 2004,14383,C7,,
245,2º Trim 2004,60326,C7,,
246,2º Trim 2004,44805,C7,,
247,2º Trim 2004,1856,C7,,
248,2º Trim 2004,15525,C7,,
249,2º Trim 2004,25601,C7,,
250,2º Trim 2004,12422,C7,,
251,2º Trim 2004,1074,C7,,
252,2º Trim 2004,1163,C7,,
253,2º Trim 2004,1991,C7,,
256,2º Trim 2004,98510,C7,,
257,2º Trim 2004,69130,C7,,
258,2º Trim 2004,3963,C7,,
261,2º Trim 2004,6576,C7,,
262,2º Trim 2004,1276,C7,,
263,2º Trim 2004,580,C7,,
264,2º Trim 2004,11373,C7,,
265,2º Trim 2004,3115,C7,,
266,2º Trim 2004,1047,C7,,
267,2º Trim 2004,1060,C7,,
